"","collocation","count","count_nested","length","lambda","z"
"1306","klimapolitikforscher über",7,0,2,8.28764853464906,5.66488542812845
"1307","das ist",21,0,2,1.27826023124526,5.66401502551991
"1308","zu reduzieren",3,0,2,3.67427349110741,5.66068059535925
"1309","nur ein",6,0,2,2.31968955403888,5.65978570945213
"1310","alle wirtschaftssektoren",3,0,2,8.59244495363708,5.65838531653074
"1311","handel mit",11,0,2,8.17944693293977,5.65639011903415
"1312","zum einen",4,0,2,2.7806480386176,5.65488998459517
"1313","als beim",4,0,2,2.79167555346775,5.64905053625674
"1314","der redaktion",5,0,2,3.5848781106425,5.63402088702479
"1315","mithilfe von",3,0,2,5.50571132115988,5.63335353032356
"1316","vom WBGU",4,0,2,8.42089086396703,5.63211264750058
"1317","für das",18,0,2,1.36434665052418,5.62305920793696
"1318","war ein",4,0,2,2.80586894691119,5.61284102262609
"1319","ein jahr",4,0,2,2.81743795565248,5.60581731263973
"1320","die zahl",6,0,2,3.71564299131479,5.60030997892471
"1321","die öffentlichkeit",6,0,2,3.71564299131479,5.60030997892471
"1322","stets gegen",3,0,2,8.49608574991738,5.5971796701427
"1323","union und",6,0,2,2.55824035434259,5.5969924591596
"1324","sowie zu",4,0,2,2.92423718538604,5.59383310172637
"1325","dummerweise wurde",3,0,2,8.47787719444432,5.58558470472052
"1326","der universität",7,0,2,4.99532595819019,5.5820582987765
"1327","wenig für",4,0,2,2.91743113336,5.58096764943325
"1328","ziel der",5,0,2,2.99479994908902,5.58010269928443
"1329","anbieter ist",3,0,2,5.4508948147792,5.5776964910196
"1330","kombination ist",3,0,2,5.4508948147792,5.5776964910196
"1331","unklar ist",3,0,2,5.4508948147792,5.5776964910196
"1332","die dekarbonisierung",6,0,2,3.09652161814078,5.57659804239467
"1333","zu investieren",3,0,2,3.54908383420707,5.57253188889383
"1334","der letzten",7,0,2,2.37985135870437,5.56408836490825
"1335","einer weltgegend",4,0,2,8.30803569716551,5.55838623792133
"1336","meist in",3,0,2,4.18993405491853,5.53413684134846
"1337","damit brachte",3,0,2,8.39148565788432,5.53045395895523
"1338","mehr menschen",3,0,2,3.11271365397973,5.52979718945891
"1339","ob es",3,0,2,3.15592327125018,5.52849365451069
"1340","er kann",3,0,2,3.08270248351471,5.52347722309367
"1341","man muss",3,0,2,3.08314193469772,5.52124503906608
"1342","biologisch sein",3,0,2,8.37506560758803,5.51995443971835
"1343","weltklimakonferenz in",3,0,2,3.93859302877077,5.51665319522275
"1344","von 1990",3,0,2,3.34647799649909,5.51332053387164
"1345","dass er",4,0,2,2.72170540137966,5.50803167307734
"1346","dem klima",4,0,2,2.73789823284608,5.50602189004667
"1347","die anpassung",6,0,2,2.95339338474387,5.50511353330209
"1348","eingetragen beim",3,0,2,8.34301039339485,5.4994388128463
"1349","immer deutlicher",3,0,2,8.3273588329053,5.48941299913044
"1350","° stärkt",3,0,2,8.3273588329053,5.48941299913044
"1351","das co2-budget",4,0,2,5.17876414802076,5.48796363696376
"1352","der länder",8,0,2,2.14160580968186,5.48636766233024
"1353","vor einem",4,0,2,2.69510721140284,5.48328068567512
"1354","will die",8,0,2,2.11136364398088,5.4807395916791
"1355","einen schnellen",4,0,2,8.18537211090777,5.47799114770604
"1356","markt für",3,0,2,3.43330937185734,5.47504409729105
"1357","jetzt herausfanden",3,0,2,8.29676962180616,5.4698027015613
"1358","der wahlkampf",5,0,2,3.07397121029225,5.46854277606334
"1359","die zeit",9,0,2,2.07194003095849,5.46700503019077
"1360","der bundestagswahl",5,0,2,4.17271895626442,5.46660103258399
"1361","uns zur",3,0,2,3.05356186810493,5.46652497232188
"1362","wird es",6,0,2,2.22829968132974,5.46309850009728
"1363","häuser in",3,0,2,4.52643288869917,5.45909613564754
"1364","die hälfte",8,0,2,4.83247209983966,5.45442517363049
"1365","geführt wird",6,0,2,8.01356990685448,5.45255798548843
"1366","für erneuerbare",3,0,2,3.46849040908645,5.44714026621568
"1367","die einschränkung",6,0,2,4.05214261469177,5.44179286902905
"1368","zu einem",7,0,2,2.09533263547829,5.43997068421901
"1369","in richtung",4,0,2,5.12870836020787,5.43515011502435
"1370","stühle am",3,0,2,8.23825387690619,5.43223239377295
"1371","starkwetterereignisse sind",6,0,2,7.97146338994138,5.42422334885241
"1372","un-dekade zur",4,0,2,8.09507487415915,5.41865492232716
"1373","die verkehrswende",7,0,2,2.43766291082282,5.41125321876341
"1374","bericht zu",3,0,2,5.28613913489047,5.41023359645019
"1375","test zu",3,0,2,5.28613913489047,5.41023359645019
"1376","verhältnis zu",3,0,2,5.28613913489047,5.41023359645019
"1377","zu decken",3,0,2,5.28387047245846,5.40792591341657
"1378","zu prüfen",3,0,2,5.28387047245846,5.40792591341657
"1379","zu schützen",3,0,2,5.28387047245846,5.40792591341657
"1380","beim amtsgericht",3,0,2,8.19650243621454,5.4053822425695
"1381","beim ökostrom-unternehmen",3,0,2,8.19650243621454,5.4053822425695
"1382","professorin für",3,0,2,5.27934817111523,5.40332569700269
"1383","voraussetzungen für",3,0,2,5.27934817111523,5.40332569700269
"1384","RWE und",4,0,2,3.8539498876598,5.40216747931847
"1385","erzeugung und",4,0,2,3.8539498876598,5.40216747931847
"1386","den test",3,0,2,5.27484575259347,5.39874553171233
"1387","ende der",5,0,2,2.80369077998442,5.39838192447884
"1388","klimaschutz schafft",3,0,2,8.18296246757281,5.39666729804524
"1389","der bürger",5,0,2,2.94878097367545,5.38110028476011
"1390","binden können",3,0,2,8.14340490403952,5.37118602268333
"1391","wirtschaftssektoren können",3,0,2,8.14340490403952,5.37118602268333
"1392","in diesen",4,0,2,2.93116374446431,5.37106874876611
"1393","2030 aus",3,0,2,3.03164284711023,5.36385114601207
"1394","des art",3,0,2,3.09108958275396,5.3631096591185
"1395","das klimaziel",3,0,2,3.8271826958051,5.36156347674771
"1396","am sonnendeck",3,0,2,8.11787331358646,5.35472412771657
"1397","belastungen durch",3,0,2,8.11787331358646,5.35472412771657
"1398","sich bei",6,0,2,2.18416474112563,5.35008672137012
"1399","von 100",3,0,2,3.19800505962307,5.34942917514179
"1400","extremwetter und",4,0,2,3.40191093173854,5.34522453728651
"1401","lichtblick und",4,0,2,3.40191093173854,5.34522453728651
"1402","aus ihrer",3,0,2,3.00526880221751,5.34118459763216
"1403","die kosten",6,0,2,2.71694982491648,5.33101669822107
"1404","die staaten",9,0,2,1.99912586638815,5.32418672818525
"1405","die grünen",7,0,2,2.37094414056501,5.32181228691514
"1406","über eine",7,0,2,2.01826445738871,5.32082085348025
"1407","fahren und",5,0,2,4.9029604151625,5.31957081686294
"1408","journalist und",5,0,2,4.9029604151625,5.31957081686294
"1409","rekord-hitzewelle im",7,0,2,7.76870909960184,5.313662899992
"1410","sind auch",6,0,2,2.16390425827139,5.31310800512239
"1411","zur ökosystem-renaturierung",4,0,2,7.9275215121239,5.30824965588181
"1412","meteorologe und",4,0,2,4.19044903928343,5.30803798486087
"1413","wrba und",4,0,2,4.19044903928343,5.30803798486087
"1414","öl und",4,0,2,4.19044903928343,5.30803798486087
"1415","dass diese",4,0,2,2.61203656938133,5.30474308712133
"1416","zu senken",3,0,2,3.24672341627693,5.30232279484078
"1417","über ein",7,0,2,2.00982571123306,5.29922101329174
"1418","teil der",7,0,2,2.17318002357896,5.29900467778476
"1419","studie des",3,0,2,3.04547304578804,5.2979532826276
"1420","anderem für",3,0,2,3.24220110087429,5.29500777647084
"1421","das bündnis",3,0,2,3.62648535499256,5.2946601069662
"1422","viel mehr",3,0,2,2.95937215147456,5.2907664743781
"1423","mit ihrer",4,0,2,2.64984439505909,5.29071079818328
"1424","ansage nach",3,0,2,8.01039147592724,5.2852978154103
"1425","substanzen nach",3,0,2,8.01039147592724,5.2852978154103
"1426","jetzt auch",4,0,2,2.59973313922079,5.27725932117225
"1427","daten werden",4,0,2,2.61254198188739,5.26299783757433
"1428","für fossile",3,0,2,3.25712823334107,5.26270135038876
"1429","für nachhaltige",3,0,2,3.25712823334107,5.26270135038876
"1430","gewerkschaft der",5,0,2,4.84084233987265,5.25235355239422
"1431","neu ist",3,0,2,3.11514936684735,5.24389185394576
"1432","passieren muss",3,0,2,7.94463662420912,5.24273120228713
"1433","erwärmt hat",4,0,2,7.81977070291942,5.23706797801326
"1434","bundesregierung das",4,0,2,2.65762376267154,5.23628876373026
"1435","und schluss",4,0,2,3.73145452999021,5.23103219898633
"1436","co2-grenzausgleich der",4,0,2,4.12838882802791,5.22966891710695
"1437","report der",4,0,2,4.12838882802791,5.22966891710695
"1438","einen konzern",3,0,2,7.92364092176861,5.22912568020437
"1439","im vergleich",7,0,2,7.63925706154599,5.22573321504789
"1440","an dem",6,0,2,2.12828968438197,5.22412936380919
"1441","wie bei",5,0,2,2.31273045979296,5.22321642784446
"1442","so effektiv",3,0,2,7.91330528677736,5.22242565446676
"1443","emissionen in",5,0,2,2.41618846584569,5.21846263425488
"1444","klimaziele zu",3,0,2,3.16558396074357,5.21841364134608
"1445","das europäische",4,0,2,2.78046915235825,5.21350305080503
"1446","und die",64,0,2,0.686149509569018,5.20427556240738
"1447","das neue",7,0,2,2.02924767336812,5.20426741138788
"1448","2020 auf",3,0,2,3.03463087400772,5.20369429174311
"1449","wird ihre",3,0,2,2.90588129272642,5.20229158120766
"1450","der verkehr",6,0,2,2.39425582545576,5.2022519905386
"1451","der nutzung",5,0,2,2.73741769048035,5.19290692124692
"1452","gesetze zum",3,0,2,7.86316352919174,5.18989983256679
"1453","die bilder",5,0,2,3.54798321311403,5.18539585006933
"1454","die historische",5,0,2,3.54798321311403,5.18539585006933
"1455","die eeg-umlage",5,0,2,3.2966413973273,5.18226278156031
"1456","die erste",5,0,2,3.2966413973273,5.18226278156031
"1457","handeln und",4,0,2,3.09170216835845,5.17756037672731
"1458","sie diese",5,0,2,2.31571671038048,5.176499053773
"1459","oder wird",5,0,2,2.28796836174239,5.17187789943154
"1460","muss durch",3,0,2,2.8736554415388,5.17040870997795
"1461","ist allerdings",3,0,2,3.0472794878375,5.15840179820315
"1462","und leag",4,0,2,4.06795377465982,5.15333125367983
"1463","und meteorologe",4,0,2,4.06795377465982,5.15333125367983
"1464","jahren sind",3,0,2,2.89122464604725,5.1511394514375
"1465","klimaschutzgesetze vor",4,0,2,7.67708770034871,5.14262151491413
"1466","kurz vor",4,0,2,7.67708770034871,5.14262151491413
"1467","die internationale",6,0,2,2.52583980338939,5.1404937795522
"1468","haben nur",3,0,2,2.85265962988117,5.13445512544335
"1469","bis sie",6,0,2,2.0931462051242,5.13144787264106
"1470","über landgebieten",4,0,2,7.6582582223285,5.1301431782886
"1471","die groko",5,0,2,3.09594331360923,5.12957916887934
"1472","co2-preis für",3,0,2,3.08180541376599,5.12181887852888
"1473","sollte in",4,0,2,2.67489177526971,5.12145449444928
"1474","klima- und",20,0,2,7.33221692824516,5.121278630051
"1475","von ihr",3,0,2,3.00987342522983,5.12013441833896
"1476","von kohle",3,0,2,3.00987342522983,5.12013441833896
"1477","im klima",4,0,2,2.54154371574153,5.11921487479971
"1478","das risiko",3,0,2,3.31627713385793,5.11318480719395
"1479","darstellen oder",3,0,2,7.73476721934037,5.10645900529578
"1480","wird das",8,0,2,1.82480152180087,5.1054319547298
"1481","im katastrophengebiet",6,0,2,7.49250657881776,5.10093944085927
"1482","der einnahmen",5,0,2,2.64641881640946,5.0968042535874
"1483","das andere",5,0,2,2.36797761362294,5.09259852962739
"1484","gewinne bei",3,0,2,7.70926328149171,5.08986044983415
"1485","hemmnisse bei",3,0,2,7.70926328149171,5.08986044983415
"1486","eingeloggt sind",4,0,2,7.59207667006822,5.08625984698741
"1487","durch einen",3,0,2,2.82319404864536,5.08481338526946
"1488","auch fast",3,0,2,2.88667500033864,5.08195952875579
"1489","wenn die",11,0,2,1.61592514519468,5.07739444186333
"1490","sind nur",4,0,2,2.48100737667305,5.07058466801696
"1491","der zusammenhang",4,0,2,3.38340869309316,5.07040643360481
"1492","klimakommunikation wir",3,0,2,7.67623336781503,5.06835262637648
"1493","zur durchführung",3,0,2,7.66814252400626,5.06308229760936
"1494","kommt zu",3,0,2,3.01711092140495,5.04994887858112
"1495","eine glatte",6,0,2,7.41143645022142,5.04607580420929
"1496","die speicherung",6,0,2,2.4424308009426,5.04393984138133
"1497","das erneuerbare-energien-gesetz",3,0,2,4.92587491626479,5.04328464571092
"1498","als auch",6,0,2,2.04828529427613,5.04044030411142
"1499","wir unverzüglich",4,0,2,7.51907682917425,5.03781341554445
"1500","das wäre",5,0,2,2.3356900875822,5.03529539452326
"1501","der mensch",4,0,2,3.97124953871508,5.0311414028903
"1502","ist noch",7,0,2,1.9158409113077,5.03010545681307
"1503","interview mit",5,0,2,7.417604378199,5.01712385548854
"1504","das schlägt",3,0,2,3.19108734342344,5.01454800145501
"1505","ausgeglichen werden",5,0,2,7.41359393578961,5.01442947576606
"1506","eingesetzt werden",5,0,2,7.41359393578961,5.01442947576606
"1507","nur durch",3,0,2,2.78244677135471,5.01377520979
"1508","an klimagift",3,0,2,7.59062116314519,5.01254943034828
"1509","an kriminelle",3,0,2,7.59062116314519,5.01254943034828
"1510","an schärferen",3,0,2,7.59062116314519,5.01254943034828
"1511","des landes",5,0,2,7.40165696498167,5.0064091842696
"1512","der eeg-umlage",4,0,2,3.18271090617023,5.00197587771539
"1513","der pandemie",4,0,2,3.18271090617023,5.00197587771539
"1514","der vorschlag",4,0,2,3.18271090617023,5.00197587771539
"1515","wird sich",6,0,2,2.03258178148278,4.99686138542138
"1516","dem klimaschutz",5,0,2,2.21300708278832,4.99599944564755
"1517","dauerregen hat",3,0,2,7.56120986611775,4.99336114557823
"1518","websitebetreiber hat",3,0,2,7.56120986611775,4.99336114557823
"1519","in flüssen",3,0,2,4.87589468127132,4.99231044636513
"1520","in münchen",3,0,2,4.87589468127132,4.99231044636513
"1521","wird eine",6,0,2,2.02835363540275,4.9867330172571
"1522","CSU und",4,0,2,4.70130157732745,4.98364001309145
"1523","katastrophenschutz und",4,0,2,4.70130157732745,4.98364001309145
"1524","physiker und",4,0,2,4.70130157732745,4.98364001309145
"1525","geht das",4,0,2,2.50568528543626,4.98178146820924
"1526","eine große",3,0,2,2.8498777002268,4.97394803664627
"1527","und sonne",4,0,2,2.96920643845477,4.97319367667853
"1528","bei geringem",3,0,2,7.52561367793685,4.97012637009034
"1529","was hat",3,0,2,2.763840435149,4.96809419820029
"1530","sei das",3,0,2,2.90402558267742,4.96324646692078
"1531","bundesregierung mit",3,0,2,2.8137143010367,4.96278243486602
"1532","klimaforscherin über",3,0,2,7.49801534202196,4.95210374852223
"1533","geologisch als",3,0,2,7.49123225899625,4.94767309018621
"1534","hitzetoleranter als",3,0,2,7.49123225899625,4.94767309018621
"1535","nur auf",6,0,2,2.0210138898826,4.94678234636246
"1536","beginn der",4,0,2,4.63924141178527,4.91801254166046
"1537","das klimaschutzgesetz",3,0,2,3.07983506012262,4.91546569626591
"1538","adresse an",3,0,2,7.43855077785051,4.91324786828637
"1539","einladung an",3,0,2,7.43855077785051,4.91324786828637
"1540","verdienen an",3,0,2,7.43855077785051,4.91324786828637
"1541","der frage",4,0,2,3.01562972931233,4.91211446125023
"1542","der groko",4,0,2,3.01562972931233,4.91211446125023
"1543","das am",7,0,2,1.90085899005072,4.90830526082417
"1544","es aber",5,0,2,2.17099090471603,4.89685206424708
"1545","über hemmnisse",3,0,2,7.40077093494051,4.88854544227518
"1546","für ein",12,0,2,1.43684018076348,4.88826989143641
"1547","nun das",4,0,2,2.45082405828086,4.88724022337145
"1548","hat nicht",6,0,2,1.98526058432547,4.88003725471096
"1549","es seit",3,0,2,2.75879253284648,4.87402144767858
"1550","deutlicher wird",3,0,2,7.37634837936507,4.87257038848407
"1551","und umwelt",4,0,2,2.8440162838047,4.87191188816388
"1552","und was",4,0,2,2.8440162838047,4.87191188816388
"1553","als biologisch",3,0,2,7.36435531087657,4.8647238274068
"1554","zu können",6,0,2,2.00238020269382,4.86292117195464
"1555","sich auch",7,0,2,1.83776518833564,4.86260389689411
"1556","rinaudo im",4,0,2,7.24548662285902,4.85590649761269
"1557","und FDP",4,0,2,4.57880640574479,4.85409041499332
"1558","und sozialwissenschaftler",4,0,2,4.57880640574479,4.85409041499332
"1559","nur eine",5,0,2,2.14692750723134,4.85099670983226
"1560","-speicher sind",3,0,2,7.33498187887181,4.84550122475164
"1561","überflutungen sind",3,0,2,7.33498187887181,4.84550122475164
"1562","für wirtschaftsforschung",7,0,2,7.07236352589954,4.83972118231858
"1563","teil des",3,0,2,2.73236315719584,4.83414898807887
"1564","nachjustiert werden",4,0,2,7.20895498115184,4.8315819164271
"1565","es wäre",3,0,2,2.72846078349899,4.82735833259096
"1566","des bundes",4,0,2,7.19706469586634,4.82366319289787
"1567","des paris-abkommens",4,0,2,7.19706469586634,4.82366319289787
"1568","des umweltministeriums",4,0,2,7.19706469586634,4.82366319289787
"1569","opposition aus",3,0,2,7.29524445601918,4.81948567379741
"1570","tempolimit-bündnis aus",3,0,2,7.29524445601918,4.81948567379741
"1571","vor der",14,0,2,1.34160151043077,4.81806652175088
"1572","an die",14,0,2,1.34360807205254,4.81168003339176
"1573","nicht stehenbleiben",4,0,2,7.1775523564739,4.81066667259063
"1574","die große",7,0,2,2.04356683903881,4.81034231208578
"1575","sie unsere",3,0,2,2.74131686301049,4.80618563308505
"1576","heute ein",3,0,2,2.70278946540381,4.79860519949115
"1577","beachten sie",4,0,2,7.15462268568606,4.79539142657995
"1578","hören nicht",4,0,2,7.15462268568606,4.79539142657995
"1579","des deutschen",3,0,2,2.70684032748252,4.79537783046429
"1580","allem im",3,0,2,2.69866470682362,4.79140882984722
"1581","dem neuen",3,0,2,2.68769843820977,4.78549246429068
"1582","ein co2-minderungsziel",4,0,2,7.1359028637964,4.78291868867035
"1583","ein paar",4,0,2,7.1359028637964,4.78291868867035
"1584","ein weckruf",4,0,2,7.1359028637964,4.78291868867035
"1585","sich damit",3,0,2,2.688210428279,4.77783970362407
"1586","zu erwarten",6,0,2,7.00829007712603,4.77281778666711
"1587","im sinne",4,0,2,7.11752223867964,4.77067024037194
"1588","er auch",4,0,2,2.33273920838326,4.77051282610197
"1589","die regierungen",5,0,2,4.39533584626275,4.76988717692786
"1590","den servern",6,0,2,6.99920530083883,4.76665310600246
"1591","gefahren und",3,0,2,3.60164829246753,4.7603128150411
"1592","infrastruktur und",3,0,2,3.60164829246753,4.7603128150411
"1593","politik und",5,0,2,2.28748914193397,4.75309422698147
"1594","die meisten",5,0,2,2.54929004671571,4.75267996258073
"1595","gemeinwohl und",3,0,2,3.93814744409117,4.75225386239952
"1596","heizöl und",3,0,2,3.93814744409117,4.75225386239952
"1597","überschwemmungen und",3,0,2,3.93814744409117,4.75225386239952
"1598","der schweiz",4,0,2,4.48210225174018,4.75178141744696
"1599","der schweizer",4,0,2,4.48210225174018,4.75178141744696
"1600","der vorteil",4,0,2,4.48210225174018,4.75178141744696
"1601","umwelt- und",12,0,2,6.82952464180691,4.7342598932571
"1602","auf einem",5,0,2,2.10166882944664,4.72988371892823
"1603","g7-gipfel in",7,0,2,6.90511253270794,4.72561976958694
"1604","auch viele",3,0,2,2.65353232465571,4.721629508023
"1605","auf eine",9,0,2,1.58340619355555,4.71564596998595
"1606","nun ein",3,0,2,2.64939069962613,4.71438639179377
"1607","mit klimareporter",4,0,2,2.32754772876948,4.71312855769675
"1608","mit ansage",4,0,2,7.02032276684046,4.70587177508398
"1609","klimawandel eine",4,0,2,2.30735540173932,4.70408078413053
"1610","eu-parlament und",3,0,2,3.35030694845976,4.69620443560441
"1611","teuer und",3,0,2,3.35030694845976,4.69620443560441
"1612","die klimafinanzierung",4,0,2,3.34670719075688,4.69291575722115
"1613","die versicherungen",4,0,2,3.34670719075688,4.69291575722115
"1614","deutschland hat",3,0,2,2.59649661756488,4.68658139431565
"1615","wir ihre",3,0,2,2.60705574024801,4.68127640895996
"1616","bearbeitung der",3,0,2,3.53964583431092,4.67859970974252
"1617","höhe der",3,0,2,3.53964583431092,4.67859970974252
"1618","innerhalb der",3,0,2,3.53964583431092,4.67859970974252
"1619","von-der-leyen-kommission den",5,0,2,6.91209771120542,4.67689262711575
"1620","2020 zu",3,0,2,2.72071250740436,4.67101762934429
"1621","europa zu",3,0,2,2.72071250740436,4.67101762934429
"1622","die ARD",4,0,2,3.68320681413386,4.66694533803801
"1623","die menschheit",4,0,2,3.68320681413386,4.66694533803801
"1624","die sonst",4,0,2,3.68320681413386,4.66694533803801
"1625","die überflutungen",4,0,2,3.68320681413386,4.66694533803801
"1626","dem verkehrswendebüro",3,0,2,7.05817471753817,4.66405398303111
"1627","jetzt die",9,0,2,1.63164154969372,4.65803581635401
"1628","die klimaziele",5,0,2,2.44917919615172,4.64773205898101
"1629","der klima-lügendetektor",13,0,2,6.68656548731726,4.64198740511102
"1630","die berichterstattung",4,0,2,3.09536537497016,4.63974760098031
"1631","die debatte",4,0,2,3.09536537497016,4.63974760098031
"1632","die sache",4,0,2,3.09536537497016,4.63974760098031
"1633","dafür nicht",3,0,2,2.6081532367538,4.63327677005152
"1634","über neue",3,0,2,2.57082460870108,4.63309807063664
"1635","ließen sich",3,0,2,7.00667451192786,4.63024330314976
"1636","sich einig",3,0,2,7.00667451192786,4.63024330314976
"1637","das gilt",3,0,2,2.80531826558807,4.62874336745089
"1638","zu erfüllen",5,0,2,6.83898373925854,4.62760058757379
"1639","ausbauziele für",5,0,2,6.83444137514055,4.62453766243758
"1640","koordinator für",5,0,2,6.83444137514055,4.62453766243758
"1641","den segeln",5,0,2,6.82991907239172,4.6214882027039
"1642","auch noch",5,0,2,2.03954913151715,4.61995453142686
"1643","klimagift im",3,0,2,6.99007382818584,4.6193416294737
"1644","rahmen der",3,0,2,3.28830444458488,4.6095553517405
"1645","sicht der",3,0,2,3.28830444458488,4.6095553517405
"1646","tag der",3,0,2,3.28830444458488,4.6095553517405
"1647","deutschland werden",4,0,2,2.25834722255518,4.60605809783286
"1648","2038 die",3,0,2,3.81576292213351,4.60494027775175
"1649","und künstliche",3,0,2,3.81576292213351,4.60494027775175
"1650","und windenergie",3,0,2,3.81576292213351,4.60494027775175
"1651","katastrophengebiet in",6,0,2,6.76024490415539,4.60441559979527
"1652","für 1,5",3,0,2,2.69052040192601,4.60161363573702
"1653","der industrie",4,0,2,2.636058826619,4.60057866926113
"1654","und sandra",3,0,2,3.47926367746389,4.59900067126418
"1655","häufung von",4,0,2,6.85845778334465,4.59787314836311
"1656","ausgebaut werden",3,0,2,6.95368797855511,4.59544199679796
"1657","evakuiert werden",3,0,2,6.95368797855511,4.59544199679796
"1658","geschlossen werden",3,0,2,6.95368797855511,4.59544199679796
"1659","verbessert werden",3,0,2,6.95368797855511,4.59544199679796
"1660","vermieden werden",3,0,2,6.95368797855511,4.59544199679796
"1661","überhört werden",3,0,2,6.95368797855511,4.59544199679796
"1662","auch deutschland",4,0,2,2.24788752316603,4.59027705547101
"1663","dass man",3,0,2,2.55140679602698,4.58897545242491
"1664","des dienstwagenprivilegs",3,0,2,6.94184401261836,4.58766096555145
"1665","des klimaschutzgesetzes",3,0,2,6.94184401261836,4.58766096555145
"1666","des nackthuhns",3,0,2,6.94184401261836,4.58766096555145
"1667","des umweltbundesamtes",3,0,2,6.94184401261836,4.58766096555145
"1668","des weltklimarates",3,0,2,6.94184401261836,4.58766096555145
"1669","des wissenschaftszentrums",3,0,2,6.94184401261836,4.58766096555145
"1670","abschaffung des",3,0,2,6.93792658094836,4.58508720880223
"1671","manifestierung des",3,0,2,6.93792658094836,4.58508720880223
"1672","verkehrswendebüro des",3,0,2,6.93792658094836,4.58508720880223
"1673","es drastische",3,0,2,6.93402423023091,4.58252328448499
"1674","nicht eiligeres",3,0,2,6.92240650588144,4.57488975722413
"1675","nicht überhört",3,0,2,6.92240650588144,4.57488975722413
"1676","für 2060",5,0,2,6.75804626068102,4.57301517431544
"1677","könnten die",4,0,2,2.5416543724655,4.56433821064654
"1678","-rückholung ist",4,0,2,6.80349349724341,4.56117727078671
"1679","ausgerichtet ist",4,0,2,6.80349349724341,4.56117727078671
"1680","fakt ist",4,0,2,6.80349349724341,4.56117727078671
"1681","erhalten sie",3,0,2,6.89956293467499,4.55987827578317
"1682","heckmeck nicht",3,0,2,6.89956293467499,4.55987827578317
"1683","bundesstraßen und",3,0,2,4.44899998213519,4.55644437092079
"1684","energiewirtschaft und",3,0,2,4.44899998213519,4.55644437092079
"1685","richtigkeit und",3,0,2,4.44899998213519,4.55644437092079
"1686","verkehrsverbänden und",3,0,2,4.44899998213519,4.55644437092079
"1687","muss es",4,0,2,2.22251632392358,4.55564634522333
"1688","die pandemie",4,0,2,2.89466729125209,4.55036855333561
"1689","die redaktion",4,0,2,2.89466729125209,4.55036855333561
"1690","ein bisschen",3,0,2,6.88091196078619,4.54762008361717
"1691","ein parkverbot",3,0,2,6.88091196078619,4.54762008361717
"1692","ein riesiges",3,0,2,6.88091196078619,4.54762008361717
"1693","ein solches",3,0,2,6.88091196078619,4.54762008361717
"1694","ein umdenken",3,0,2,6.88091196078619,4.54762008361717
"1695","in unserer",3,0,2,2.75533778044357,4.54674290715016
"1696","in die",40,0,2,0.749923639831864,4.54622248743103
"1697","das land",3,0,2,2.72833057342055,4.5384732521153
"1698","mond das",4,0,2,6.76929204477692,4.53833797130981
"1699","im energiebereich",3,0,2,6.86259769817464,4.53558161372458
"1700","im illegalen",3,0,2,6.86259769817464,4.53558161372458
"1701","im podcast",3,0,2,6.86259769817464,4.53558161372458
"1702","im wärmemarkt",3,0,2,6.86259769817464,4.53558161372458
"1703","und geschäftsführer",3,0,2,3.22792224040513,4.52514636644477
"1704","schon an",3,0,2,2.50226005072895,4.51963964221989
"1705","eine gute",3,0,2,2.54735898480095,4.51689207750151
"1706","energie- und",9,0,2,6.5521056865393,4.5146342420884
"1707","reform der",3,0,2,3.08760678695065,4.51099744839468
"1708","kommentar die",5,0,2,2.16488125238058,4.49940945040015
"1709","könnte die",5,0,2,2.16488125238058,4.49940945040015
"1710","und erdgas",5,0,2,2.16488125238058,4.49940945040015
"1711","naturstrom und",3,0,2,2.98252833470726,4.49340048646112
"1712","einhaltung der",3,0,2,4.38699761540774,4.49308059123458
"1713","der corona-pandemie",3,0,2,3.71913702579485,4.48858576916107
"1714","der veranstaltung",3,0,2,3.71913702579485,4.48858576916107
"1715","schon vor",3,0,2,2.48319307251684,4.48607997872505
"1716","eine einladung",3,0,2,6.78236371282562,4.48282394549248
"1717","eine regenkatastrophe",3,0,2,6.78236371282562,4.48282394549248
"1718","eine soeben",3,0,2,6.78236371282562,4.48282394549248
"1719","30 in",3,0,2,2.63899081504522,4.47284728983185
"1720","mit fluorkohlenwasserstoffen",3,0,2,6.76572964709785,4.47188280654467
"1721","mit ordentlicher",3,0,2,6.76572964709785,4.47188280654467
"1722","der hitze",3,0,2,3.38263769918068,4.471582864701
"1723","für viele",4,0,2,2.23683049594824,4.464847255457
"1724","und wie",10,0,2,1.47166378623974,4.45988502644527
"1725","zu kohle-entschädigungen",4,0,2,6.63606585183949,4.44933520816848
"1726","zu regieren",4,0,2,6.63606585183949,4.44933520816848
"1727","zu spät",4,0,2,6.63606585183949,4.44933520816848
"1728","kann es",3,0,2,2.47084850865666,4.44871241073141
"1729","die widerstände",4,0,2,4.19405982390561,4.44689030103766
"1730","auf verkehrsthemen",3,0,2,6.7268846376051,4.44632792438921
"1731","co2-minderungsziel für",4,0,2,6.63153354228004,4.44630641957239
"1732","feuerwehr für",4,0,2,6.63153354228004,4.44630641957239
"1733","den niederlanden",4,0,2,6.62702120451675,4.44329091888938
"1734","der stiftung",10,0,2,6.4328414193162,4.44324458832928
"1735","bremst die",3,0,2,4.32661555321848,4.43136124597731
"1736","und dauerregen",3,0,2,4.32661555321848,4.43136124597731
